ID,Name,Alignment,Gender,EyeColor,Race,HairColor,Publisher,SkinColor,Height,Weight,Wiki_Bio
703,Vulture,0,Male,brown,Human,No Hair,Marvel Comics,,180.0,79.0,"the vulture is the alias of several supervillains appearing in american comic books published by marvel comics, most of whom are depicted as enemies of the superhero spider-man and part of his adversaries composing his rogues gallery, typically using special suits which allow them to fly at vast speeds.
the first incarnation of the character, isidoro scarlotti, is an italian scientist and an enemy of the original human torch and toro."
704,Walrus,0,Male,blue,Human,Black,Marvel Comics,,183.0,162.0,the walrus is a comedic supervillain appearing in american comic books published by marvel comics. he is the enemy of spider-man and frog-man.
705,War Machine,1,Male,brown,Human,Brown,Marvel Comics,,185.0,95.0,"war machine (col. james rupert ""rhodey"" rhodes) is a superhero appearing in american comic books published by marvel comics."
706,Warbird,1,Female,blue,,Blond,Marvel Comics,,180.0,54.0,"carol susan jane danvers is a character appearing in american comic books published by marvel comics. created by writer roy thomas and artist gene colan, the character first appeared as an officer in the united states air force and a colleague of the kree superhero mar-vell in marvel super-heroes #13 (march 1968)."
707,Warlock,1,Male,red,,Blond,Marvel Comics,,188.0,108.0,"warlock is a character appearing in american comic books published by marvel comics, primarily in association with the x-men. created by chris claremont and bill sienkiewicz, he first appeared in the new mutants #18 (august 1984)."
709,Warpath,1,Male,brown,Mutant,Black,Marvel Comics,,218.0,158.0,"james jonathan proudstar, known first as thunderbird and then as warpath, is a character appearing in american comic books published by marvel comics, commonly in association with the x-men. proudstar first appears as the second thunderbird in new mutants #16 (june 1984)."
710,Wasp,1,Female,blue,Human,Auburn,Marvel Comics,,163.0,50.0,"the wasp (janet van dyne) is a character appearing in american comic books published by marvel comics. created by stan lee, ernie hart, and jack kirby, the character first appeared in tales to astonish #44 (june 1963)."
711,Watcher,1,Male,,,,Marvel Comics,,183.0,83.0,"water is an inorganic compound with the chemical formula h2o. it is a transparent, tasteless, odorless, and nearly colorless chemical substance. it is the main constituent of earth's hydrosphere and the fluids of all known living organisms, in which it acts as a solvent."
712,Weapon XI,0,Male,,,,Marvel Comics,,183.0,83.0,"""weapon x"" is a comic book story arc written and illustrated by barry windsor-smith and published by american company marvel comics. the story arc appears in marvel comics presents #72–84 and tells the story of wolverine during his time in weapon x. only the prologue and part of the final chapter are told from the perspective of wolverine, who is in a near mindless state for the bulk of the story."
714,White Queen,1,Female,blue,,Blond,Marvel Comics,,178.0,65.0,"storm is a superhero appearing in american comic books published by marvel comics. created by writer len wein and artist dave cockrum, the character first appeared in giant-size x-men #1 (may 1975)."
716,Winter Soldier,1,Male,brown,Human,Brown,Marvel Comics,,175.0,117.0,"james buchanan ""bucky"" barnes is a character appearing in american comic books published by marvel comics. originally introduced as a sidekick to captain america, the character was created by joe simon and jack kirby and first appeared in captain america comics #1 (cover-dated march 1941) (which was published by marvel's predecessor, timely comics)."
717,Wiz Kid,1,,brown,,Black,Marvel Comics,,140.0,39.0,"heroclix is a collectible miniatures game that uses the clix system that centers on the world of superhero comic books, especially dc and marvel universes. players construct teams of comic book heroes, villains, or characters from various video games series such as street fighter, gears of war, and halo and engage in a turn-by-turn battle on grid maps based on various storyline locations."
718,Wolfsbane,1,Female,green,,Auburn,Marvel Comics,,366.0,473.0,wolfsbane (rahne grace sinclair) is a character appearing in american comic books published by marvel comics. the character is commonly associated with the x-men.
719,Wolverine,1,Male,blue,Mutant,Black,Marvel Comics,,160.0,135.0,"wolverine is a comic book series published by marvel comics starring the x-men character wolverine. as of april 2013, 323 issues and 11 annuals have been published."
721,Wonder Man,1,Male,red,,Black,Marvel Comics,,188.0,171.0,"eric williams is a character appearing in american comic books published by marvel comics. created by roy thomas and john buscema, the character first appeared in the avengers #52 may (1968)."
723,Wondra,1,Female,,,,Marvel Comics,,183.0,83.0,"jubilee (jubilation lee) is a superhero appearing in american comic books published by marvel comics. created by writer chris claremont and artist marc silvestri, the character first appeared in uncanny x-men #244 (may 1989)."
724,Wyatt Wingfoot,1,Male,brown,,Black,Marvel Comics,,196.0,117.0,"wyatt wingfoot is a fictional supporting character appearing in american comic books published by marvel comics.
while having no superpowers, he has spent much time in the company of the fantastic four due to his friendship with human torch, and his relationship with occasional fantastic four member she-hulk."
725,X-23,1,Female,green,Mutant / Clone,Black,Marvel Comics,,155.0,50.0,"laura kinney (designation x-23) is a superheroine appearing in american comic books published by marvel comics, commonly in association with wolverine, whose codename she has also used, and the x-men. the character was created by writer craig kyle for the x-men: evolution television series in 2003, before debuting in the nyx comic series in 2004."
726,X-Man,1,Male,blue,,Brown,Marvel Comics,,175.0,61.0,"arcade is a supervillain appearing in american comic books published by marvel comics. he first appeared in 1978's marvel team-up #65, the creation of writer chris claremont and/or writer/artist john byrne."
727,Yellow Claw,0,Male,blue,,No Hair,Marvel Comics,,188.0,95.0,"the yellow claw is a  supervillain appearing in american comic books published by marvel comics. created by writer al feldstein and artist joe maneely, the character first appeared in yellow claw #1 (cover-dated october 1956), published by atlas comics, the 1950s predecessor of marvel."
728,Yellowjacket,1,Male,blue,Human,Blond,Marvel Comics,,183.0,83.0,"yellowjacket is an alias utilized by several fictional characters appearing in american comic books published by marvel comics.


== fictional character biography ==


=== hank pym ===

dr."
729,Yellowjacket II,1,Female,blue,Human,Strawberry Blond,Marvel Comics,,165.0,52.0,no data
730,Ymir,1,Male,white,Frost Giant,No Hair,Marvel Comics,white,304.8,83.0,"ymir is a character appearing in american comic books published by marvel comics. created by stan lee and jack kirby, the character first appeared in journey into mystery #97 (october 1963)."
